"SubjectID" "ActivityCode" "ActivityDescription" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tGravityAccMag-mean()" "tGravityAccMag-std()"
"72" 12 6 "LAYING" -0.99238389 -0.95186909 NA NA NA NA NA -0.92204806 -0.95524848 -0.91833548 NA NA NA NA -0.98461511 -0.81959214 -0.91908193 -0.93979429 -0.98547503 -0.94079199 NA NA NA NA -0.88491786 -0.98603818 -0.911667325 -0.96604585 -0.97585106 -0.95124438 -0.94656712 NA -0.9884795 -0.99064076 -0.98437358 -0.98479501 NA NA -0.97570103 -0.982647735 NA -0.98125234 -0.99002986 -0.99286066 -0.99191288 -0.98829763 -0.97736499 -0.979296216666667 -0.97482839 -0.931187353333333 NA -0.94765742 -0.98261593 NA -0.96782455 -0.97851771 -0.9651215125 -0.9631246 NA NA -0.95607113 -0.98050929 -0.98494781 NA -0.98711762 -0.95922605
"73" 13 1 "WALKING" -0.40526704 -0.32911969 -0.302452226 -0.55300278 -0.59293266 -0.56274258 -0.4710324 -0.48400381 -0.54660644 NA NA NA -0.5184119 -0.47876035 -0.46227122 -0.4128736 NA -0.48129035 NA NA NA NA NA NA NA NA NA NA NA NA NA -0.4799691 -0.44501693 -0.19158875 -0.285149912 -0.18878987 -0.31130593 -0.23303402 -0.402534105 -0.33074061 -0.17428558 -0.35687984 -0.1177427 -0.18117156 -0.25371831 -0.10321854 -0.361686535 -0.28643145 -0.21981176 -0.312006695 0.034674175 -0.37085452 -0.28740103 -0.1618435 -0.42924074 -0.24562539 -0.31035156 -0.408218995 -0.48577967 -0.4388571 -0.40505919 NA NA NA -0.33839874 -0.34970622
"74" 13 2 "WALKING_UPSTAIRS" -0.76458673 NA -0.68827157 -0.63951544 -0.71860216 -0.72802788 -0.70903702 -0.71238644 -0.72814217 -0.719627615 -0.7614254 -0.75189882 -0.67115424 NA -0.7197533 NA -0.701760005 -0.64980423 -0.71591765 NA -0.71831739 -0.71751107 -0.75726355 -0.73570304 -0.712989983333333 -0.67344019 NA -0.75198387 -0.69193258 NA -0.68555025 NA -0.60896053 -0.62575093 -0.70878375 NA -0.70925932 NA NA NA NA -0.71289924 NA NA -0.73643182 NA -0.76107441 -0.75484468 -0.713791775 -0.75045649 NA NA NA NA -0.69923646 -0.77763803 NA -0.66203064 NA NA NA NA -0.65710713 -0.703518135 -0.70530768 NA
"75" 13 3 "WALKING_DOWNSTAIRS" NA NA -0.277998315 NA 0.066732041 -0.349708825 NA -0.026184174 NA NA -0.096617393 NA -0.39521785 NA 0.0052579035 NA NA -0.53132299 -0.47772958 NA -0.64880343 NA -0.268161027 -0.35450312 NA NA -0.27504343 -0.52612256 -0.29365548 NA -0.26287306 NA NA -0.293841345 -0.541204645 -0.60711483 NA NA -0.55229696 -0.18877404 -0.16886327 NA NA -0.58714892 NA NA NA -0.58440252 -0.22799224 NA NA -0.46619895 -0.14006724 NA -0.273647245 NA -0.504204645 NA NA NA -0.14288663 -0.458152355 -0.490144585 NA -0.1169461015 NA
"76" 13 4 "SITTING" NA -0.96656102 NA -0.98472065 -0.99167808 -0.99226629 NA NA -0.9972217 -0.9971538 -0.995800115 -0.99312834 -0.99538407 -0.99525543 NA NA NA NA NA NA NA -0.9935721425 -0.99640385 -0.99423522 -0.99793703 NA NA NA NA NA -0.99115941 -0.99634879 NA -0.95858479 -0.993823 -0.993988915 -0.99249719 -0.99272109 -0.99096812 -0.993425595 -0.99715153 -0.9880970525 NA -0.99174406 NA NA -0.98914146 NA -0.99698475 NA -0.99702182 NA NA -0.992053386666667 NA -0.99320762 -0.99580831 -0.99520245 NA -0.99155505 NA NA -0.99269221 -0.99405975 -0.98928499 NA
"77" 13 5 "STANDING" -0.949690765 -0.95625074 NA NA -0.98750691 -0.97884502 -0.99112013 -0.99335648 NA NA -0.94531597 NA -0.87206334 -0.9829082 -0.992735495 NA -0.990607575 NA -0.98944839 -0.990280693333333 -0.99673718 -0.9970478 -0.99639734 NA NA -0.94400746 NA NA NA -0.99750333 NA NA -0.98691235 -0.99208342 -0.99330539 -0.99156355 -0.99006046 -0.99158842 -0.99280217 -0.86564987 NA -0.96460719 -0.9310256 NA NA -0.99169876 -0.99174912 NA -0.99609077 -0.99610446 NA -0.985325865 -0.99550605 NA -0.978842915 -0.99540504 -0.93211987 -0.94649112 -0.9946298 NA -0.97187424 -0.98349148 -0.99157621 -0.9870437 -0.98908278 -0.99145533
"78" 13 6 "LAYING" NA NA NA NA NA NA NA -0.99619246 -0.99457232 -0.99281244 -0.97783734 -0.96834904 -0.957801365 -0.98630411 -0.98861025 -0.989951125 -0.96104938 -0.95840251 -0.98918003 -0.987666845 -0.97226261 -0.98141735 -0.98161738 -0.9252464 -0.92757679 -0.95815741 -0.982678425 -0.98165834 -0.957987115 -0.95878978 -0.984558695 -0.976497485 -0.97911756 -0.98104624 -0.962389295 -0.977799705 -0.980071035 -0.922679065 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.987615785 -0.986976 -0.986979585 -0.987697755 -0.98078783 -0.97885407 NA NA
"79" 14 1 "WALKING" -0.62584279 NA -0.61760491 -0.65026426 -0.66695408 -0.59640147 -0.56638021 -0.60644628 NA NA -0.59438946 -0.66695477 -0.65067189 -0.68470287 -0.662676565 -0.684343785 -0.654989075 -0.64289727 -0.72265372 -0.69484453 -0.615672995 -0.67111849 -0.68686079 -0.61319454 -0.62915851 NA -0.68057924 -0.65670463 -0.64223415 -0.69021115 -0.68803346 -0.68135787 -0.727979585 -0.61834493 NA NA NA -0.65751713 -0.62396082 -0.58286654 NA NA NA NA NA NA -0.66131203 -0.61040814 NA NA NA NA -0.69503595 NA -0.636995595 -0.66841099 -0.604647225 -0.608538085 -0.6906046 -0.69159657 -0.71617967 -0.71545882 -0.68478064 -0.7070452 -0.7127677 -0.66329489
"80" 14 2 "WALKING_UPSTAIRS" -0.56055361 -0.58451342 -0.63708424 -0.47472894 -0.59890097 -0.53809486 NA -0.60586664 NA NA -0.63106477 NA NA NA NA -0.2724635405 -0.584997255 -0.57841115 -0.65745335 -0.630220195 NA -0.62871999 NA NA NA -0.49558352 -0.65486752 -0.59936489 -0.58885586 -0.616433125 -0.65855073 NA -0.70242843 -0.59780423 NA NA -0.59222575 -0.66476453 NA -0.6072045 NA NA NA -0.57338676 -0.484240995 -0.63582108 -0.504288465 -0.51986325 -0.65920053 NA NA -0.66810835 NA NA NA NA NA NA NA NA NA -0.51083383 -0.240961917 -0.5085382 NA NA
"81" 14 3 "WALKING_DOWNSTAIRS" -0.18116803 -0.20963265 NA NA NA NA -0.537682595 -0.38454644 -0.242685020333333 -0.54614508 -0.10678667 -0.25423671 -0.5240604 NA NA -0.40028104 NA 0.1040699 NA -0.35463867 NA NA NA NA NA NA NA -0.61978716 NA NA -0.28286816 NA -0.1379016485 -0.33939827 NA -0.460183145 -0.45353235 -0.53281296 NA -0.40647625 NA -0.12227763 NA NA -0.48874477 -0.50191798 NA NA NA NA -0.69960997 NA NA -0.40896953 -0.48064811 NA NA NA -0.33066931 -0.502720725 -0.263512766333333 -0.17702563 -0.21224494 -0.38514967 NA -0.24788539
"82" 14 4 "SITTING" -0.982669023333333 -0.98995205 -0.99028802 -0.99807773 NA -0.9467693 -0.96624696 -0.99147501 -0.9908212 NA -0.99751899 -0.9979285 NA -0.99417665 NA NA NA NA NA NA NA NA NA -0.96859748 -0.97158232 -0.98531269 NA -0.986867165 NA -0.992002285 -0.99432171 NA NA -0.94995305 -0.97641336 -0.99428336 NA -0.99873683 -0.99231071 -0.991106865 NA -0.99361647 -0.99608874 -0.99839247 NA -0.99000549 -0.97041449 NA NA NA -0.995776126666667 -0.983391165 -0.996359745 -0.97257874 -0.9872265 -0.99144329 -0.99627328 NA -0.96233201 NA -0.990462775 -0.99716718 NA NA -0.99294038 -0.98893673
"83" 14 5 "STANDING" NA NA NA -0.97638482 -0.970784375 -0.99393109 -0.94345054 -0.94055364 NA -0.89066696 -0.90412351 NA -0.99566401 -0.99530804 NA NA -0.97316739 -0.98574928 -0.75636777 -0.70808376 -0.99772552 NA NA -0.98448268 -0.96789597 NA -0.943541615 -0.97176641 -0.96081435 -0.97994463 -0.99520914 NA -0.94386309 NA NA -0.97047641 NA NA NA -0.99626685 NA -0.982362305 -0.98988569 -0.99690784 NA NA -0.93011212 -0.99164766 -0.94517314 NA -0.99620311 NA -0.978981275 NA -0.93877677 -0.99331737 NA -0.984782375 NA -0.9981428425 -0.986106065 -0.99814985 -0.99866838 -0.97158229 -0.992684696666667 -0.98752555
"84" 14 6 "LAYING" -0.99516772 -0.99420472 -0.99250458 -0.99290895 -0.99016727 -0.9915638 -0.99573289 -0.99523604 -0.93981809 -0.89671607 NA NA NA NA NA -0.70471814 -0.99209609 -0.99491159 -0.96337502 -0.99317571 NA NA NA NA NA NA -0.97518345 -0.973771895 -0.99114123 -0.99157217 -0.99513252 -0.99613705 -0.94140037 -0.955811696666667 -0.93744875 -0.92646967 -0.92567747 NA NA -0.99722662 -0.99376421 -0.971106595 NA NA NA NA NA NA NA NA NA -0.99411385 -0.99615471 -0.972257235 -0.99344821 NA -0.99748446 -0.93989639 -0.73778748 -0.98019102 -0.98116687 -0.98695983 -0.91103747 -0.900886 -0.99721439 NA
"85" 15 1 "WALKING" NA -0.697508705 -0.70635452 NA -0.68992654 -0.60062897 -0.74808882 -0.72593267 -0.70125788 -0.58057166 -0.65289927 -0.67202809 NA -0.61431937 NA NA -0.653432935 NA -0.72234677 NA NA -0.65746344 -0.627180345 NA NA -0.60792836 NA -0.665153165 -0.564852095 NA -0.61146045 -0.66076798 NA -0.661188665 -0.75590082 -0.61710209 -0.644731825 -0.61501753 NA -0.5888957 NA -0.61021308 -0.61113408 -0.62613851 NA -0.69916852 -0.67874107 NA -0.59306289 NA -0.67024132 -0.63531808 NA NA -0.63438032 -0.61820738 -0.6704808 NA -0.6765176 NA -0.64954766 -0.64305713 NA -0.70829825 -0.691625905 -0.72759928
"86" 15 2 "WALKING_UPSTAIRS" -0.79710673 -0.74958096 -0.75007542 NA NA NA -0.80942516 -0.83187977 NA -0.75030808 -0.817995885 NA -0.77340167 NA -0.8324351 -0.74470827 -0.79028479 NA NA -0.73926771 NA NA -0.77056819 -0.76476971 -0.72042137 -0.74033296 NA NA -0.830215155 -0.80679784 NA NA NA -0.80148199 NA -0.79436827 NA -0.81341292 -0.87941841 -0.81790118 NA NA NA NA -0.7543619 -0.77617869 -0.771976155 -0.787521835 NA -0.81567185 -0.8465538 -0.84296168 NA -0.80532536 -0.79378876 -0.81305975 NA NA NA -0.75135937 -0.84815604 -0.80037972 NA NA -0.7377526 NA
"87" 15 3 "WALKING_DOWNSTAIRS" NA -0.73276554 NA NA -0.62213999 -0.68645378 -0.63666299 NA NA -0.4244558 -0.551372465 NA NA NA NA -0.63972214 NA NA -0.53311921 -0.4617424 NA NA -0.60712474 NA NA NA NA NA -0.65325019 -0.54536119 -0.73130504 -0.38523815 NA NA -0.79021842 NA NA -0.48686281 -0.72020365 -0.6942565 -0.580753655 NA -0.66915686 -0.581259445 -0.73925623 NA -0.42670308 NA NA NA NA NA -0.50541853 -0.65842318 -0.5861086 -0.58440832 -0.61408874 NA NA -0.53653993 -0.522661725 -0.54713187 -0.72037374 -0.653718235 -0.54746621 NA
"88" 15 4 "SITTING" -0.95701788 NA NA NA -0.98031343 NA NA NA NA NA -0.99468661 NA -0.99676898 -0.99852985 -0.99763442 -0.99706057 -0.979555033333333 -0.99257612 -0.98531448 -0.99715339 NA NA -0.99838503 -0.998287975 -0.99618894 -0.99826888 -0.99498306 -0.99753134 NA -0.9950661 -0.9900277 NA NA NA NA NA -0.9978264 -0.98535206 -0.99290697 -0.99572519 -0.94730351 -0.99264396 -0.95352869 -0.99899358 NA -0.989708565 NA -0.98198338 -0.99671664 NA -0.99822659 NA NA -0.98531359 -0.986094595 -0.992639536666667 -0.99015761 -0.994486385 NA NA -0.96132795 -0.99896305 -0.979895095 NA -0.99689287 NA
"89" 15 5 "STANDING" -0.95932274 -0.953855566666667 -0.991431283333333 NA -0.99657127 -0.97932935 -0.987558645 -0.993023833333333 -0.98186524 NA NA NA -0.99855247 -0.99542697 -0.97474791 NA NA -0.92785572 NA -0.98561786 NA -0.99124118 NA -0.99471862 NA -0.983103775 NA NA NA -0.95698961 -0.976803536666667 -0.97185324 -0.98794184 -0.99530297 -0.99609773 -0.88097119 -0.95898168 -0.9952632 NA -0.99466227 NA -0.99658144 -0.99183893 NA -0.9976356 NA -0.99686298 NA NA NA NA NA -0.99483595 -0.99598249 NA NA NA NA -0.984986355 -0.97545 -0.99106017 -0.99429472 NA NA NA NA
"90" 15 6 "LAYING" -0.94190093 -0.96594462 -0.97212783 -0.97624871 -0.98209472 -0.99903647 -0.99839875 -0.99865735 -0.99867149 -0.896563185 -0.97304683 -0.988396785 -0.99063426 -0.993443135 -0.99681856 -0.99680827 -0.893742545 -0.92369938 -0.958486705 -0.908350175 -0.99023697 -0.986502523333333 -0.99710363 -0.97370665 -0.970135865 -0.98770763 -0.96738902 -0.97923734 -0.9774343 -0.99148575 -0.84653626 -0.85123486 NA NA NA NA NA NA -0.98971162 -0.98934689 -0.99856205 -0.99933141 -0.9519895 -0.96783972 -0.98149358 -0.98448197 -0.99092725 -0.98826382 -0.99383202 -0.99445027 -0.99579275 -0.99615868 -0.99694035 -0.99740565 -0.99927132 -0.99513937 -0.99848976 -0.99905735 -0.98300085 NA NA NA NA NA -0.98617593 -0.97283687
"91" 16 1 "WALKING" NA NA -0.73842793 NA NA NA -0.745439375 -0.76737925 NA NA NA NA NA NA NA NA NA NA -0.73289301 NA -0.79657914 NA -0.76323073 -0.88932974 -0.71726694 -0.737894905 -0.71981545 -0.72724107 -0.719663323333333 NA -0.7339934 NA NA -0.66595865 -0.79786323 NA NA NA -0.71471649 -0.756571293333333 -0.74606228 -0.74324406 -0.757040005 -0.719480075 NA -0.78009202 NA -0.75628514 NA NA NA NA -0.752134983333333 -0.790471465 -0.69933584 -0.77908822 -0.73091322 -0.74879784 NA -0.72032189 NA NA NA -0.772523015 -0.736138745 -0.737191495
"92" 16 2 "WALKING_UPSTAIRS" NA -0.79395148 NA NA -0.76567407 NA NA NA NA -0.845013975 -0.86307882 NA -0.86686815 -0.859978485 NA -0.83099063 -0.77321906 NA -0.8340344 NA NA -0.86924645 -0.81955538 -0.74553804 -0.79375724 -0.81986769 -0.84984006 -0.80620975 NA -0.77481002 -0.72467409 -0.77519274 -0.82835752 -0.78814582 NA NA NA NA -0.87875681 -0.80580772 -0.84330342 -0.80782096 -0.83875737 NA NA NA NA NA NA NA NA -0.84119162 -0.82822889 -0.73554981 -0.84081048 -0.833249435 -0.84619773 NA -0.8409633 -0.840312415 -0.85922638 -0.80809685 NA -0.87729768 -0.87589595 -0.86044339
"93" 16 3 "WALKING_DOWNSTAIRS" -0.60682006 NA NA -0.65641216 -0.68890417 -0.6179745 NA -0.67295269 -0.61784131 NA NA -0.724692515 NA -0.73692156 -0.57552837 NA NA -0.67967134 NA NA NA NA NA -0.73520797 NA -0.68603495 -0.67919417 -0.55539761 -0.45459436 NA NA NA NA NA NA -0.561948643333333 -0.609571645 -0.58551592 -0.626590065 -0.45677026 NA -0.66966176 -0.5833625 NA NA NA -0.68622213 NA -0.6600053 -0.63610624 NA NA NA -0.63040596 NA -0.62651461 -0.72600558 NA -0.68111734 -0.63821765 -0.75505087 -0.66840872 NA NA -0.642428203333333 -0.60740585
"94" 16 4 "SITTING" -0.99466624 -0.9306986 -0.99656149 NA -0.99662552 -0.97051331 NA -0.99733521 -0.99502727 -0.99716193 -0.99776889 -0.99661906 NA NA -0.9963803 -0.983974475 -0.930723735 -0.9952917 -0.962981495 -0.92763418 -0.99543328 -0.995040905 -0.995342693333333 -0.99800362 NA NA -0.97406013 -0.99676417 -0.990855173333333 -0.99292942 -0.99265395 NA -0.9971744 -0.997719625 -0.99336526 -0.99670983 -0.99815312 NA -0.99451815 -0.97000405 NA NA NA -0.99757357 -0.99860123 -0.997949315 -0.99708029 -0.99787173 NA -0.98042458 -0.99667499 -0.99808606 -0.99806135 NA -0.99721758 -0.98981916 NA -0.99770089 NA -0.998092045 NA -0.99862339 -0.99663728 -0.99766927 NA -0.99713876
"95" 16 5 "STANDING" NA NA NA -0.96969774 -0.99732812 -0.991586016666667 NA -0.99010329 -0.99497791 NA NA -0.993844 -0.95628633 -0.97531938 -0.99506059 -0.9867782475 -0.99722561 -0.99570122 -0.97266827 -0.99515119 -0.99256065 -0.99426646 -0.995241245 -0.993996453333333 -0.99563041 -0.97804194 -0.99554071 -0.99673936 -0.996636495 -0.996768605 -0.99774983 -0.99671508 -0.998392735 -0.99795046 -0.99678065 NA NA -0.99326139 -0.99539434 -0.995983675 -0.98515104 NA -0.99650705 -0.99893985 -0.99271743 -0.980823865 -0.96380571 -0.99756973 NA NA -0.99642358 NA NA NA -0.977224025 -0.996534885 -0.996226015 -0.99745623 -0.97488139 -0.996817003333333 NA NA NA NA NA -0.99157187
"96" 16 6 "LAYING" NA NA NA NA NA NA NA NA NA NA NA NA -0.99214494 -0.99241559 -0.99263238 -0.99502714 -0.99439856 -0.99342044 -0.99305668 -0.99224944 NA NA -0.97839833 -0.98228538 -0.99466881 -0.99256337 -0.9898296 -0.988879955 -0.992841215 -0.994968305 -0.989468735 -0.98956099 -0.987218405 -0.99114211 -0.994251505 -0.993841875 -0.993286065 -0.97825905 NA NA -0.99135538 -0.99195863 -0.97790861 -0.9908848 -0.993780615 -0.990611805 -0.98842767 -0.99317638 -0.99332453 -0.99294112 -0.99156136 -0.99292214 -0.97402834 -0.99172325 NA NA NA NA -0.99187456 -0.97428476 -0.974725995 -0.979382865 -0.98149813 -0.971438205 -0.99365546 NA
"97" 17 1 "WALKING" -0.57158578 NA -0.64746388 -0.58191972 NA NA -0.53104556 -0.59479705 -0.63248732 NA NA -0.45138531 -0.43529854 -0.55778125 NA -0.66423741 -0.58049303 -0.509527775 NA -0.36252983 -0.40728162 -0.44277693 NA -0.60183298 -0.57356975 -0.5384827 -0.518322703333333 -0.556069933333333 -0.60885241 -0.5719027425 -0.401599555 -0.457558825 -0.37780349 NA -0.5618555 -0.49737647 NA -0.59737336 NA NA NA NA NA NA NA NA -0.53497344 NA -0.59959131 -0.63690061 NA -0.59104606 -0.60878875 NA -0.35120863 -0.49219039 NA NA -0.38094742 -0.57443965 -0.52190458 -0.45705523 -0.475485316666667 -0.43775858 NA NA
"98" 17 2 "WALKING_UPSTAIRS" -0.80614877 -0.63113239 -0.65020192 -0.76088514 -0.706687845 -0.72972312 NA NA -0.58712953 -0.6078151 -0.70817127 NA NA NA -0.75534142 NA -0.76302015 NA -0.66081997 NA -0.7715715925 NA NA NA NA -0.63191803 NA -0.76406219 NA -0.69649529 NA NA -0.76668496 -0.715146305 NA NA -0.66052738 -0.707185575 -0.78080549 NA NA -0.74241364 NA -0.78264101 -0.80113258 NA NA NA NA -0.67167768 -0.6855865 NA NA -0.78871579 -0.76988536 NA NA -0.74177085 NA -0.79397478 NA NA -0.81340052 -0.77113675 NA NA
"99" 17 3 "WALKING_DOWNSTAIRS" NA NA NA -0.70727877 -0.559349205 -0.495639195 -0.577529026666667 NA NA NA -0.50381786 NA NA -0.57001388 NA NA NA NA -0.63193125 -0.657877785 NA -0.6486775 NA NA NA NA -0.65429432 -0.68171408 -0.70482439 -0.5427226 NA NA NA NA -0.69866521 NA -0.72090314 -0.65548675 NA NA -0.769630325 -0.65442572 -0.643146355 -0.57242561 NA NA -0.61125921 -0.59529807 -0.75399365 NA NA NA -0.59060826 -0.7849348 -0.675751075 -0.45546788 -0.60632791 -0.672238645 NA NA -0.80515829 -0.775679525 -0.655879165 NA NA -0.62255585
"100" 17 4 "SITTING" NA NA -0.99930459 -0.98735099 NA NA NA -0.99920851 -0.99877634 -0.99885011 -0.99888332 NA -0.99824629 NA -0.95618585 -0.99812315 -0.99966022 -0.99928208 -0.9984828 -0.998441915 -0.999032073333333 NA NA -0.94442368 -0.99820633 -0.99795478 -0.975933266666667 -0.999111135 -0.99941684 -0.99857347 -0.99895015 -0.93960444 -0.99890992 -0.9991513 -0.9988646 -0.99860481 NA NA NA -0.9985637 NA -0.99802824 NA -0.989085065 NA NA NA NA -0.99856414 -0.99849779 -0.99892126 NA NA NA NA -0.99874923 NA NA -0.99752716 -0.99649491 -0.99158939 -0.988884183333333 -0.99358655 -0.99500889 -0.99854018 -0.99860634
"101" 17 5 "STANDING" NA NA NA NA NA -0.99826928 -0.997125765 -0.99645703 -0.99821463 -0.99718092 NA NA -0.99783981 -0.99614078 -0.996268795 NA -0.99771113 -0.98814793 NA -0.87417535 NA NA NA NA NA -0.9980696 -0.99372282 -0.99411019 -0.99467859 -0.979653036666667 -0.99824401 -0.99655259 -0.99798002 -0.99820328 -0.99557317 NA NA -0.99700868 -0.99815144 -0.99727121 -0.98868844 -0.99795494 -0.9986077 -0.9745405875 NA -0.99880658 -0.998865425 -0.998516676666667 -0.99760321 -0.997728245 -0.99567052 -0.99584406 NA -0.99148202 NA -0.98033186 -0.99752839 -0.99786046 -0.99793608 -0.99752066 -0.99845766 -0.97792542 -0.986048725 -0.9973569 -0.99767471 -0.9986443
"102" 17 6 "LAYING" -0.97836914 -0.994527835 -0.995901085 -0.995911895 -0.994121265 -0.99404844 -0.99523161 -0.99523325 -0.99550462 -0.99677186 -0.996215365 -0.9959911 -0.99560533 -0.99550766 -0.9957753 -0.99640839 -0.9957311 -0.99355109 -0.9960017 -0.99577607 -0.96921163 -0.95465082 -0.949145355 -0.958261425 -0.98705512 -0.99584866 -0.9935993 -0.99560925 -0.99682035 -0.99614525 -0.99478601 -0.99640845 NA NA NA NA NA NA -0.99483792 -0.98794161 -0.99634197 -0.99670723 NA NA NA -0.86300253 -0.89439561 -0.92210462 -0.95173802 -0.94746918 -0.99457042 -0.99686273 -0.99595344 -0.9953695 -0.97628268 -0.94843934 -0.97547947 -0.97046165 -0.99676851 -0.94891793 NA NA NA NA -0.99769807 -0.99516476
"103" 18 1 "WALKING" -0.80759443 -0.82196699 -0.7773774 -0.78813138 -0.82873717 NA NA -0.76582646 -0.78272286 -0.80184815 -0.81989705 -0.76441555 NA NA NA NA NA NA NA NA -0.77598959 -0.79231192 -0.78408767 -0.77157193 -0.75909639 NA -0.7172743 -0.74952665 -0.75629324 -0.77075002 -0.71176872 NA -0.732814395 -0.7215782 -0.74863568 -0.77030771 -0.77563388 -0.79466688 -0.78848391 -0.817678845 -0.73097928 -0.76587874 -0.78485163 -0.79388807 -0.75956824 -0.78261149 -0.85060656 NA NA NA -0.75822091 -0.75368746 -0.72156926 -0.73740621 -0.78892183 -0.78908547 -0.790086395 -0.78993277 NA NA NA -0.68769204 -0.69555989 -0.74078404 -0.776412595 -0.74000021
"104" 18 2 "WALKING_UPSTAIRS" -0.8872856 NA NA -0.87626664 NA NA -0.87610848 -0.88513905 -0.85854465 NA NA -0.850984785 -0.86012484 NA NA NA -0.86839646 -0.876668653333333 -0.87120552 -0.87326463 -0.860069615 -0.78114015 NA -0.87265202 NA NA -0.88512426 -0.84190233 -0.83776212 NA NA -0.84896948 -0.88745303 -0.86870931 -0.87063154 -0.84660788 -0.87555294 -0.81285876 -0.85464962 -0.88289173 -0.857451655 -0.853144855 -0.82944542 -0.88449134 -0.86212979 -0.87822637 -0.88783817 NA -0.86909165 NA NA -0.88654412 -0.88098098 NA NA -0.85733217 NA NA -0.86086659 -0.8258145 -0.880121165 NA -0.84448776 -0.81159505 -0.824506596666667 NA
"105" 18 3 "WALKING_DOWNSTAIRS" -0.81350916 -0.80265757 NA -0.8438573 NA -0.727058475 NA NA -0.72530874 -0.78347195 -0.77948784 NA -0.6590915 -0.718596678 -0.776911645 NA -0.73500046 NA -0.83188739 -0.77094256 NA NA -0.8132778 NA -0.739232635 -0.79332808 NA NA NA -0.79711511 -0.854443675 NA -0.84487736 NA -0.744917125 -0.818990305 NA -0.81696304 -0.828581245 -0.72536134 NA -0.79157555 -0.83661127 NA NA NA -0.68698757 -0.72694981 -0.77374272 -0.77303728 -0.77148893 -0.79564476 NA -0.81976572 NA -0.83284698 NA NA -0.550886390333333 -0.79008409 -0.74222947 -0.8279019 NA NA -0.67319534 NA
"106" 18 4 "SITTING" -0.99445494 -0.99690653 -0.9979808 -0.99802097 -0.99837626 -0.96969659 -0.97668335 -0.99885964 NA NA -0.99797345 -0.99784077 -0.99597073 -0.99864855 -0.99789008 -0.99756327 -0.99787246 -0.99210236 -0.99744322 -0.99750368 NA NA NA -0.99811168 NA -0.99308901 -0.99606158 -0.996300276666667 NA NA NA NA -0.9982621 NA -0.99773845 NA NA NA NA NA -0.99769524 NA -0.99736172 NA NA NA NA NA NA -0.99588091 NA NA -0.99619182 NA -0.996626055 -0.994743005 -0.99525308 -0.99749392 -0.99736308 NA -0.99480532 -0.995877125 -0.996934935 -0.99759234 -0.9930713 -0.985110145
"107" 18 5 "STANDING" -0.98450261 -0.97776309 -0.9885966 NA NA NA -0.9939879 NA -0.976730835 -0.994638675 -0.9904034 -0.9850816 -0.993017006666667 -0.995076083333333 -0.99688043 NA NA NA -0.9808052 NA -0.96494071 NA NA NA NA -0.99534029 NA NA NA NA NA -0.99562486 -0.99615698 -0.98466178 -0.993466395 -0.988263455 -0.968439255 -0.9743479 -0.99413151 NA -0.99432446 -0.98486085 -0.992374883333333 -0.9909122625 NA -0.996042345 -0.980726453333333 -0.992250145 -0.99768424 NA -0.983432425 -0.99592038 -0.99469683 -0.99495811 -0.97841846 NA -0.98953686 -0.95894395 NA -0.99907052 -0.99727206 -0.989778653333333 -0.996645965 -0.99560083 NA NA
